instance,group,algorithm,seed,iteration,best_vehicles,best_distance,best_travel_time
C1_10_4,C1,GWO,2026,16,339,300842.235812,458386.515491
C1_10_4,C1,GWO,2026,17,339,300842.235812,458386.515491
C1_10_4,C1,GWO,2026,18,339,300842.235812,458386.515491
C1_10_4,C1,GWO,2026,19,339,300842.235812,458386.515491
C1_10_4,C1,GWO,2026,20,339,300842.235812,458386.515491
C1_10_5,C1,GWO,2026,1,688,351756.325468,675919.538079
C1_10_5,C1,GWO,2026,2,688,351756.325468,675919.538079
C1_10_5,C1,GWO,2026,3,685,352208.650714,676059.454178
C1_10_5,C1,GWO,2026,4,685,352208.650714,676059.454178
C1_10_5,C1,GWO,2026,5,683,353169.364661,677287.477323
C1_10_5,C1,GWO,2026,6,683,353169.364661,677287.477323
C1_10_5,C1,GWO,2026,7,683,353169.364661,677287.477323
C1_10_5,C1,GWO,2026,8,670,345249.999944,667900.199533
C1_10_5,C1,GWO,2026,9,670,345249.999944,667900.199533
C1_10_5,C1,GWO,2026,10,670,345249.999944,667900.199533
C1_10_5,C1,GWO,2026,11,670,345249.999944,667900.199533
C1_10_5,C1,GWO,2026,12,670,345249.999944,667900.199533
C1_10_5,C1,GWO,2026,13,670,345249.999944,667900.199533
C1_10_5,C1,GWO,2026,14,670,345249.999944,667900.199533
C1_10_5,C1,GWO,2026,15,670,345249.999944,667900.199533
C1_10_5,C1,GWO,2026,16,670,345249.999944,667900.199533
C1_10_5,C1,GWO,2026,17,670,345249.999944,667900.199533
C1_10_5,C1,GWO,2026,18,670,345249.999944,667900.199533
C1_10_5,C1,GWO,2026,19,670,345249.999944,667900.199533
C1_10_5,C1,GWO,2026,20,670,345249.999944,667900.199533
C1_10_6,C1,GWO,2026,1,667,348456.680966,660063.649093
C1_10_6,C1,GWO,2026,2,662,349383.375158,657828.780008
C1_10_6,C1,GWO,2026,3,662,349383.375158,657828.780008
C1_10_6,C1,GWO,2026,4,662,349383.375158,657828.780008
C1_10_6,C1,GWO,2026,5,662,349383.375158,657828.780008
C1_10_6,C1,GWO,2026,6,662,349383.375158,657828.780008
C1_10_6,C1,GWO,2026,7,662,349383.375158,657828.780008
C1_10_6,C1,GWO,2026,8,660,346354.065336,651023.128044
C1_10_6,C1,GWO,2026,9,660,346354.065336,651023.128044
C1_10_6,C1,GWO,2026,10,660,346354.065336,651023.128044
C1_10_6,C1,GWO,2026,11,660,346354.065336,651023.128044
C1_10_6,C1,GWO,2026,12,660,346354.065336,651023.128044
C1_10_6,C1,GWO,2026,13,660,346354.065336,651023.128044
C1_10_6,C1,GWO,2026,14,660,346354.065336,651023.128044
C1_10_6,C1,GWO,2026,15,660,346354.065336,651023.128044
C1_10_6,C1,GWO,2026,16,659,344572.855739,654888.94936
C1_10_6,C1,GWO,2026,17,659,344572.855739,654888.94936
C1_10_6,C1,GWO,2026,18,659,344572.855739,654888.94936
C1_10_6,C1,GWO,2026,19,659,342998.683565,654162.531857
C1_10_6,C1,GWO,2026,20,659,342998.683565,654162.531857
C1_10_7,C1,GWO,2026,1,650,345066.853847,637539.492083
C1_10_7,C1,GWO,2026,2,648,345759.172521,636244.893432
C1_10_7,C1,GWO,2026,3,648,345759.172521,636244.893432
C1_10_7,C1,GWO,2026,4,646,344812.978971,632641.370667
C1_10_7,C1,GWO,2026,5,646,344812.978971,632641.370667
C1_10_7,C1,GWO,2026,6,646,344812.978971,632641.370667
C1_10_7,C1,GWO,2026,7,646,344812.978971,632641.370667
C1_10_7,C1,GWO,2026,8,646,344110.188453,637022.324357
C1_10_7,C1,GWO,2026,9,646,344110.188453,637022.324357
C1_10_7,C1,GWO,2026,10,645,345821.240753,636600.595979
C1_10_7,C1,GWO,2026,11,645,345821.240753,636600.595979
C1_10_7,C1,GWO,2026,12,632,340322.372318,624701.741986
C1_10_7,C1,GWO,2026,13,632,340322.372318,624701.741986
C1_10_7,C1,GWO,2026,14,632,340322.372318,624701.741986
C1_10_7,C1,GWO,2026,15,632,340322.372318,624701.741986
C1_10_7,C1,GWO,2026,16,632,340322.372318,624701.741986
C1_10_7,C1,GWO,2026,17,632,340322.372318,624701.741986
C1_10_7,C1,GWO,2026,18,632,340322.372318,624701.741986
C1_10_7,C1,GWO,2026,19,632,340322.372318,624701.741986
C1_10_7,C1,GWO,2026,20,632,340322.372318,624701.741986
C1_10_8,C1,GWO,2026,1,613,338319.601385,601374.234151
C1_10_8,C1,GWO,2026,2,613,338319.601385,601374.234151
C1_10_8,C1,GWO,2026,3,613,338319.601385,601374.234151
C1_10_8,C1,GWO,2026,4,613,338319.601385,601374.234151
C1_10_8,C1,GWO,2026,5,613,338319.601385,601374.234151
C1_10_8,C1,GWO,2026,6,607,338465.926338,601053.914648
C1_10_8,C1,GWO,2026,7,607,334644.493344,592925.529958
C1_10_8,C1,GWO,2026,8,607,334644.493344,592925.529958
C1_10_8,C1,GWO,2026,9,607,334644.493344,592925.529958
C1_10_8,C1,GWO,2026,10,607,334644.493344,592925.529958
C1_10_8,C1,GWO,2026,11,606,340634.595473,600435.786137
C1_10_8,C1,GWO,2026,12,606,340634.595473,600435.786137
C1_10_8,C1,GWO,2026,13,606,340634.595473,600435.786137
C1_10_8,C1,GWO,2026,14,606,340634.595473,600435.786137
C1_10_8,C1,GWO,2026,15,605,334710.536545,594147.818007
C1_10_8,C1,GWO,2026,16,605,334710.536545,594147.818007
C1_10_8,C1,GWO,2026,17,605,334710.536545,594147.818007
C1_10_8,C1,GWO,2026,18,605,334710.536545,594147.818007
C1_10_8,C1,GWO,2026,19,605,334710.536545,594147.818007
C1_10_8,C1,GWO,2026,20,605,334710.536545,594147.818007
C1_10_9,C1,GWO,2026,1,530,325575.534982,536790.139061
C1_10_9,C1,GWO,2026,2,530,325575.534982,536790.139061
C1_10_9,C1,GWO,2026,3,530,325575.534982,536790.139061
C1_10_9,C1,GWO,2026,4,530,325575.534982,536790.139061
C1_10_9,C1,GWO,2026,5,530,325575.534982,536790.139061
C1_10_9,C1,GWO,2026,6,530,325575.534982,536790.139061
C1_10_9,C1,GWO,2026,7,530,325575.534982,536790.139061
C1_10_9,C1,GWO,2026,8,530,325575.534982,536790.139061
C1_10_9,C1,GWO,2026,9,530,325575.534982,536790.139061
C1_10_9,C1,GWO,2026,10,530,325575.534982,536790.139061
C1_10_9,C1,GWO,2026,11,530,325575.534982,536790.139061
C1_10_9,C1,GWO,2026,12,523,321727.80197,531432.925791
C1_10_9,C1,GWO,2026,13,523,321727.80197,531432.925791
C1_10_9,C1,GWO,2026,14,523,321727.80197,531432.925791
C1_10_9,C1,GWO,2026,15,523,321727.80197,531432.925791
C1_10_9,C1,GWO,2026,16,523,321727.80197,531432.925791
C1_10_9,C1,GWO,2026,17,523,321727.80197,531432.925791
C1_10_9,C1,GWO,2026,18,523,321727.80197,531432.925791
C1_10_9,C1,GWO,2026,19,523,321727.80197,531432.925791
C1_10_9,C1,GWO,2026,20,523,321727.80197,531432.925791
C2_10_1,C2,GWO,2026,1,528,287134.948382,1291499.407157
C2_10_1,C2,GWO,2026,2,520,282477.351429,1264675.88945
C2_10_1,C2,GWO,2026,3,520,282477.351429,1264675.88945
C2_10_1,C2,GWO,2026,4,520,282477.351429,1264675.88945
C2_10_1,C2,GWO,2026,5,520,282477.351429,1264675.88945
C2_10_1,C2,GWO,2026,6,520,282477.351429,1264675.88945
C2_10_1,C2,GWO,2026,7,520,282477.351429,1264675.88945
C2_10_1,C2,GWO,2026,8,520,282477.351429,1264675.88945
C2_10_1,C2,GWO,2026,9,520,282477.351429,1264675.88945
C2_10_1,C2,GWO,2026,10,520,282477.351429,1264675.88945
C2_10_1,C2,GWO,2026,11,520,282477.351429,1264675.88945
C2_10_1,C2,GWO,2026,12,520,282477.351429,1264675.88945
C2_10_1,C2,GWO,2026,13,520,282477.351429,1264675.88945
C2_10_1,C2,GWO,2026,14,520,282477.351429,1264675.88945
C2_10_1,C2,GWO,2026,15,520,282477.351429,1264675.88945
C2_10_1,C2,GWO,2026,16,520,282477.351429,1264675.88945
C2_10_1,C2,GWO,2026,17,520,282477.351429,1264675.88945
C2_10_1,C2,GWO,2026,18,520,282477.351429,1264675.88945
C2_10_1,C2,GWO,2026,19,520,282477.351429,1264675.88945
C2_10_1,C2,GWO,2026,20,520,282477.351429,1264675.88945
C2_10_10,C2,GWO,2026,1,352,269400.461177,850474.625504
C2_10_10,C2,GWO,2026,2,352,269400.461177,850474.625504
C2_10_10,C2,GWO,2026,3,352,269400.461177,850474.625504
C2_10_10,C2,GWO,2026,4,352,269400.461177,850474.625504
C2_10_10,C2,GWO,2026,5,352,269400.461177,850474.625504
C2_10_10,C2,GWO,2026,6,352,269400.461177,850474.625504
C2_10_10,C2,GWO,2026,7,352,269400.461177,850474.625504
C2_10_10,C2,GWO,2026,8,350,266729.629709,839519.95745
C2_10_10,C2,GWO,2026,9,350,266729.629709,839519.95745
C2_10_10,C2,GWO,2026,10,347,262109.270339,834376.549208
C2_10_10,C2,GWO,2026,11,347,262109.270339,834376.549208
C2_10_10,C2,GWO,2026,12,347,262109.270339,834376.549208
C2_10_10,C2,GWO,2026,13,347,262109.270339,834376.549208
C2_10_10,C2,GWO,2026,14,347,262109.270339,834376.549208
C2_10_10,C2,GWO,2026,15,347,262109.270339,834376.549208
C2_10_10,C2,GWO,2026,16,347,262109.270339,834376.549208
C2_10_10,C2,GWO,2026,17,347,262109.270339,834376.549208
C2_10_10,C2,GWO,2026,18,347,262109.270339,834376.549208
C2_10_10,C2,GWO,2026,19,347,262109.270339,834376.549208
C2_10_10,C2,GWO,2026,20,347,262109.270339,834376.549208
C2_10_2,C2,GWO,2026,1,416,275673.513156,1046909.062
C2_10_2,C2,GWO,2026,2,416,275673.513156,1046909.062
C2_10_2,C2,GWO,2026,3,416,275673.513156,1046909.062
C2_10_2,C2,GWO,2026,4,414,271484.286316,1032963.563902
C2_10_2,C2,GWO,2026,5,414,271484.286316,1032963.563902
C2_10_2,C2,GWO,2026,6,414,271484.286316,1032963.563902
C2_10_2,C2,GWO,2026,7,414,271484.286316,1032963.563902
C2_10_2,C2,GWO,2026,8,414,265779.537623,1035997.602091
C2_10_2,C2,GWO,2026,9,414,265779.537623,1035997.602091
C2_10_2,C2,GWO,2026,10,411,273630.664478,1041297.990809
C2_10_2,C2,GWO,2026,11,411,273630.664478,1041297.990809
C2_10_2,C2,GWO,2026,12,411,273630.664478,1041297.990809
C2_10_2,C2,GWO,2026,13,411,270526.80848,1036149.865667
C2_10_2,C2,GWO,2026,14,411,270526.80848,1036149.865667
C2_10_2,C2,GWO,2026,15,411,270526.80848,1036149.865667
C2_10_2,C2,GWO,2026,16,411,270526.80848,1036149.865667
C2_10_2,C2,GWO,2026,17,411,270526.80848,1036149.865667
C2_10_2,C2,GWO,2026,18,411,270526.80848,1036149.865667
C2_10_2,C2,GWO,2026,19,411,270526.80848,1036149.865667
C2_10_2,C2,GWO,2026,20,411,270526.80848,1036149.865667
C2_10_3,C2,GWO,2026,1,305,263814.8785,793715.226086
C2_10_3,C2,GWO,2026,2,305,263814.8785,793715.226086
C2_10_3,C2,GWO,2026,3,303,258938.439956,793507.224107
C2_10_3,C2,GWO,2026,4,303,258938.439956,793507.224107
C2_10_3,C2,GWO,2026,5,303,258938.439956,793507.224107
C2_10_3,C2,GWO,2026,6,303,258938.439956,793507.224107
C2_10_3,C2,GWO,2026,7,303,258938.439956,793507.224107
C2_10_3,C2,GWO,2026,8,302,259614.935205,788913.287639
C2_10_3,C2,GWO,2026,9,302,259614.935205,788913.287639
C2_10_3,C2,GWO,2026,10,302,255155.073612,801905.898657
C2_10_3,C2,GWO,2026,11,302,255155.073612,801905.898657
C2_10_3,C2,GWO,2026,12,302,255155.073612,801905.898657
C2_10_3,C2,GWO,2026,13,302,255155.073612,801905.898657
C2_10_3,C2,GWO,2026,14,302,255155.073612,801905.898657
C2_10_3,C2,GWO,2026,15,302,255155.073612,801905.898657
C2_10_3,C2,GWO,2026,16,302,255155.073612,801905.898657
C2_10_3,C2,GWO,2026,17,302,255155.073612,801905.898657
C2_10_3,C2,GWO,2026,18,302,255155.073612,801905.898657
C2_10_3,C2,GWO,2026,19,302,255155.073612,801905.898657
C2_10_3,C2,GWO,2026,20,302,255155.073612,801905.898657
C2_10_4,C2,GWO,2026,1,197,253182.513279,577451.443119
C2_10_4,C2,GWO,2026,2,194,243797.231285,560792.170637
C2_10_4,C2,GWO,2026,3,194,243797.231285,560792.170637
C2_10_4,C2,GWO,2026,4,194,243797.231285,560792.170637
C2_10_4,C2,GWO,2026,5,194,243797.231285,560792.170637
C2_10_4,C2,GWO,2026,6,193,247802.964971,556354.867329
C2_10_4,C2,GWO,2026,7,193,247802.964971,556354.867329
C2_10_4,C2,GWO,2026,8,193,247802.964971,556354.867329
C2_10_4,C2,GWO,2026,9,193,247802.964971,556354.867329
C2_10_4,C2,GWO,2026,10,193,247802.964971,556354.867329
C2_10_4,C2,GWO,2026,11,193,247802.964971,556354.867329
C2_10_4,C2,GWO,2026,12,192,243038.012293,558032.116273
C2_10_4,C2,GWO,2026,13,192,243038.012293,558032.116273
C2_10_4,C2,GWO,2026,14,192,243038.012293,558032.116273
C2_10_4,C2,GWO,2026,15,192,243038.012293,558032.116273
C2_10_4,C2,GWO,2026,16,192,243038.012293,558032.116273
C2_10_4,C2,GWO,2026,17,192,243038.012293,558032.116273
C2_10_4,C2,GWO,2026,18,189,247152.393897,549475.789466
C2_10_4,C2,GWO,2026,19,189,247152.393897,549475.789466
C2_10_4,C2,GWO,2026,20,189,247152.393897,549475.789466
C2_10_5,C2,GWO,2026,1,486,282429.002643,1182004.540984
C2_10_5,C2,GWO,2026,2,486,282429.002643,1182004.540984
C2_10_5,C2,GWO,2026,3,486,282429.002643,1182004.540984
C2_10_5,C2,GWO,2026,4,482,275030.067044,1177806.767287
C2_10_5,C2,GWO,2026,5,482,275030.067044,1177806.767287
C2_10_5,C2,GWO,2026,6,481,277561.349814,1160591.604418
C2_10_5,C2,GWO,2026,7,481,277561.349814,1160591.604418
C2_10_5,C2,GWO,2026,8,481,277561.349814,1160591.604418
C2_10_5,C2,GWO,2026,9,481,277561.349814,1160591.604418
C2_10_5,C2,GWO,2026,10,481,277561.349814,1160591.604418
C2_10_5,C2,GWO,2026,11,481,277561.349814,1160591.604418
C2_10_5,C2,GWO,2026,12,470,276538.571966,1135110.584055
C2_10_5,C2,GWO,2026,13,470,276538.571966,1135110.584055
C2_10_5,C2,GWO,2026,14,470,276538.571966,1135110.584055
C2_10_5,C2,GWO,2026,15,470,276538.571966,1135110.584055
C2_10_5,C2,GWO,2026,16,470,276538.571966,1135110.584055
C2_10_5,C2,GWO,2026,17,470,276538.571966,1135110.584055
C2_10_5,C2,GWO,2026,18,470,276538.571966,1135110.584055
C2_10_5,C2,GWO,2026,19,470,276538.571966,1135110.584055
C2_10_5,C2,GWO,2026,20,470,276538.571966,1135110.584055
C2_10_6,C2,GWO,2026,1,430,270591.271894,1045433.248558
C2_10_6,C2,GWO,2026,2,430,270591.271894,1045433.248558
C2_10_6,C2,GWO,2026,3,430,270591.271894,1045433.248558
C2_10_6,C2,GWO,2026,4,430,270591.271894,1045433.248558
C2_10_6,C2,GWO,2026,5,430,270591.271894,1045433.248558
C2_10_6,C2,GWO,2026,6,430,270591.271894,1045433.248558
C2_10_6,C2,GWO,2026,7,430,270591.271894,1045433.248558
C2_10_6,C2,GWO,2026,8,430,270591.271894,1045433.248558
C2_10_6,C2,GWO,2026,9,430,270591.271894,1045433.248558
C2_10_6,C2,GWO,2026,10,430,270591.271894,1045433.248558
C2_10_6,C2,GWO,2026,11,430,270591.271894,1045433.248558
C2_10_6,C2,GWO,2026,12,430,270591.271894,1045433.248558
C2_10_6,C2,GWO,2026,13,430,270591.271894,1045433.248558
C2_10_6,C2,GWO,2026,14,430,270591.271894,1045433.248558
C2_10_6,C2,GWO,2026,15,430,270591.271894,1045433.248558
C2_10_6,C2,GWO,2026,16,430,270591.271894,1045433.248558
C2_10_6,C2,GWO,2026,17,430,270591.271894,1045433.248558
C2_10_6,C2,GWO,2026,18,430,270591.271894,1045433.248558
C2_10_6,C2,GWO,2026,19,430,270591.271894,1045433.248558
C2_10_6,C2,GWO,2026,20,430,270591.271894,1045433.248558
C2_10_7,C2,GWO,2026,1,411,266537.023597,997981.547432
C2_10_7,C2,GWO,2026,2,411,266537.023597,997981.547432
C2_10_7,C2,GWO,2026,3,411,266537.023597,997981.547432
C2_10_7,C2,GWO,2026,4,411,266537.023597,997981.547432
C2_10_7,C2,GWO,2026,5,411,266537.023597,997981.547432
C2_10_7,C2,GWO,2026,6,411,266537.023597,997981.547432
C2_10_7,C2,GWO,2026,7,411,266537.023597,997981.547432
C2_10_7,C2,GWO,2026,8,411,266537.023597,997981.547432
C2_10_7,C2,GWO,2026,9,411,266537.023597,997981.547432
C2_10_7,C2,GWO,2026,10,411,266537.023597,997981.547432
C2_10_7,C2,GWO,2026,11,411,266537.023597,997981.547432
C2_10_7,C2,GWO,2026,12,411,266537.023597,997981.547432
C2_10_7,C2,GWO,2026,13,411,266537.023597,997981.547432
C2_10_7,C2,GWO,2026,14,409,264213.604257,994922.965446
C2_10_7,C2,GWO,2026,15,403,268179.783636,985771.448842
C2_10_7,C2,GWO,2026,16,403,268179.783636,985771.448842
C2_10_7,C2,GWO,2026,17,399,267357.112009,981411.365828
C2_10_7,C2,GWO,2026,18,399,267357.112009,981411.365828
C2_10_7,C2,GWO,2026,19,399,267357.112009,981411.365828
C2_10_7,C2,GWO,2026,20,399,267357.112009,981411.365828
C2_10_8,C2,GWO,2026,1,402,272129.475777,974537.367022
C2_10_8,C2,GWO,2026,2,402,272129.475777,974537.367022
C2_10_8,C2,GWO,2026,3,402,272129.475777,974537.367022
C2_10_8,C2,GWO,2026,4,401,266576.201231,968780.289597
C2_10_8,C2,GWO,2026,5,401,266576.201231,968780.289597
C2_10_8,C2,GWO,2026,6,401,266576.201231,968780.289597
C2_10_8,C2,GWO,2026,7,401,266576.201231,968780.289597
C2_10_8,C2,GWO,2026,8,397,270365.371138,954192.247667
C2_10_8,C2,GWO,2026,9,397,270365.371138,954192.247667
C2_10_8,C2,GWO,2026,10,397,270365.371138,954192.247667
C2_10_8,C2,GWO,2026,11,397,270365.371138,954192.247667
C2_10_8,C2,GWO,2026,12,397,270365.371138,954192.247667
C2_10_8,C2,GWO,2026,13,397,270365.371138,954192.247667
C2_10_8,C2,GWO,2026,14,397,270365.371138,954192.247667
C2_10_8,C2,GWO,2026,15,397,270365.371138,954192.247667
C2_10_8,C2,GWO,2026,16,397,270365.371138,954192.247667
C2_10_8,C2,GWO,2026,17,397,270365.371138,954192.247667
C2_10_8,C2,GWO,2026,18,397,270365.371138,954192.247667
C2_10_8,C2,GWO,2026,19,397,270365.371138,954192.247667
C2_10_8,C2,GWO,2026,20,397,270365.371138,954192.247667
C2_10_9,C2,GWO,2026,1,363,268262.00713,864559.241444
C2_10_9,C2,GWO,2026,2,363,260606.93278,877459.393553
C2_10_9,C2,GWO,2026,3,362,264686.902959,869256.542205
C2_10_9,C2,GWO,2026,4,362,264686.902959,869256.542205
C2_10_9,C2,GWO,2026,5,362,264686.902959,869256.542205
C2_10_9,C2,GWO,2026,6,361,263339.197693,879525.59292
C2_10_9,C2,GWO,2026,7,361,263339.197693,879525.59292
C2_10_9,C2,GWO,2026,8,361,263339.197693,879525.59292
C2_10_9,C2,GWO,2026,9,361,263339.197693,879525.59292
C2_10_9,C2,GWO,2026,10,355,261562.271801,864760.540889
C2_10_9,C2,GWO,2026,11,355,261562.271801,864760.540889
C2_10_9,C2,GWO,2026,12,355,261562.271801,864760.540889
C2_10_9,C2,GWO,2026,13,355,261562.271801,864760.540889
C2_10_9,C2,GWO,2026,14,355,261562.271801,864760.540889
C2_10_9,C2,GWO,2026,15,355,261562.271801,864760.540889
C2_10_9,C2,GWO,2026,16,355,261562.271801,864760.540889
C2_10_9,C2,GWO,2026,17,355,261562.271801,864760.540889
C2_10_9,C2,GWO,2026,18,355,261562.271801,864760.540889
C2_10_9,C2,GWO,2026,19,355,261562.271801,864760.540889
C2_10_9,C2,GWO,2026,20,355,261562.271801,864760.540889
R1_10_1,R1,GWO,2026,1,632,332037.575298,751977.764788
R1_10_1,R1,GWO,2026,2,632,332037.575298,751977.764788
R1_10_1,R1,GWO,2026,3,632,332037.575298,751977.764788
R1_10_1,R1,GWO,2026,4,632,332037.575298,751977.764788
R1_10_1,R1,GWO,2026,5,632,332037.575298,751977.764788
R1_10_1,R1,GWO,2026,6,632,332037.575298,751977.764788
R1_10_1,R1,GWO,2026,7,632,332037.575298,751977.764788
R1_10_1,R1,GWO,2026,8,627,332991.073456,738281.972582
R1_10_1,R1,GWO,2026,9,627,332991.073456,738281.972582
R1_10_1,R1,GWO,2026,10,627,332991.073456,738281.972582
R1_10_1,R1,GWO,2026,11,627,332991.073456,738281.972582
R1_10_1,R1,GWO,2026,12,627,332991.073456,738281.972582
R1_10_1,R1,GWO,2026,13,627,332991.073456,738281.972582
R1_10_1,R1,GWO,2026,14,627,332991.073456,738281.972582
R1_10_1,R1,GWO,2026,15,627,332991.073456,738281.972582
R1_10_1,R1,GWO,2026,16,627,332991.073456,738281.972582
R1_10_1,R1,GWO,2026,17,627,332991.073456,738281.972582
R1_10_1,R1,GWO,2026,18,627,332991.073456,738281.972582
